bdsm [version],aqetg,cqet,cqetg,date,drilldown,elapsedruntime,exploreEndpoint,maxquerymixruntime,minquerymixruntime,nrthreads,power,qmph,query [nr],querymixruns,scalefactor,seed,throughput,totalruntime,updateEndpoint,usecase,warmups,aqet,aqetg,avgresults,executecount,maxqet,maxresults,minqet,minresults,qps,timeoutcount,timeshare
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,0.189352,0.124822,0.203,128,2.108000,10,0.025000,0,282.647,0,3.848
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,0.248086,0.155980,0.016,128,2.354000,1,0.039000,0,215.731,0,5.042
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,0.157945,0.122558,1.477,128,1.735000,10,0.029000,0,338.850,0,3.210
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,0.125969,0.095731,0.000,128,1.272000,0,0.011000,0,424.865,0,2.560
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,0.320305,0.221144,2.289,128,2.526000,8,0.075000,0,167.090,0,6.509
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,0.115664,0.092901,1.984,128,0.775000,10,0.003000,0,462.717,0,2.351
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,0.173672,0.102388,1.172,128,2.410000,10,0.002000,0,308.166,0,3.529
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,0.109234,0.077562,6.070,128,1.563000,10,0.002000,0,489.953,0,2.220
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,0.130945,0.084151,5.922,128,1.018000,10,0.002000,0,408.718,0,2.661
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,0.331070,0.223731,2.469,128,2.186000,10,0.039000,0,161.657,0,6.728
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,0.132633,0.074381,5.977,128,2.063000,10,0.001000,0,403.518,0,2.695
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,0.160906,0.083170,10.000,128,2.232000,10,0.003000,10,332.614,0,3.270
