bdsm [version],aqetg,cqet,cqetg,date,drilldown,elapsedruntime,exploreEndpoint,maxquerymixruntime,minquerymixruntime,nrthreads,power,qmph,query [nr],querymixruns,scalefactor,seed,throughput,totalruntime,updateEndpoint,usecase,warmups,aqet,aqetg,avgresults,executecount,maxqet,maxresults,minqet,minresults,qps,timeoutcount,timeshare
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,0.068242,0.027809,1.195,128,0.989000,7,0.001000,0,62.821,0,0.093
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,2.084849,0.000000,1.190,126,257.252000,10,0.000000,0,2.056,2,2.807
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,0.148242,0.028681,0.320,128,2.987000,10,0.001000,0,28.919,0,0.203
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,0.002000,0.002000,0.000,1,0.002000,0,0.002000,0,2143.505,3,0.000
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,18.035913,0.037579,1.173,127,246.203000,10,0.001000,0,0.238,1,24.476
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,0.010391,0.000000,0.000,128,0.058000,0,0.000000,0,412.584,0,0.014
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,0.422351,0.305139,1.816,114,2.779000,8,0.028000,0,10.150,24,0.514
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,0.019305,0.000000,1.891,128,0.140000,10,0.000000,0,222.071,0,0.026
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,0.243633,0.000000,0.852,128,27.859000,10,0.000000,0,17.596,0,0.333
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,0.096375,0.000000,5.477,128,0.408000,10,0.000000,0,44.483,0,0.132
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,0.082008,0.000000,5.398,128,0.446000,10,0.000000,0,52.276,0,0.112
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,0.739375,0.193292,2.367,128,27.014000,10,0.002000,0,5.798,0,1.011
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,1.922797,0.364626,6.594,128,24.845000,10,0.001000,0,2.230,0,2.630
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,0.276211,0.243906,10.000,128,0.727000,10,0.002000,10,15.521,0,0.378
