bdsm [version],aqetg,cqet,cqetg,date,drilldown,elapsedruntime,exploreEndpoint,maxquerymixruntime,minquerymixruntime,nrthreads,power,qmph,query [nr],querymixruns,scalefactor,seed,throughput,totalruntime,updateEndpoint,usecase,warmups,aqet,aqetg,avgresults,executecount,maxqet,maxresults,minqet,minresults,qps,timeoutcount,timeshare
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,0.041156,0.013468,0.781,32,0.656000,10,0.002000,0,92.107,0,1.611
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,0.006000,0.003772,0.719,32,0.040000,2,0.001000,0,631.796,0,0.235
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,0.088562,0.012635,1.094,32,0.986000,10,0.001000,0,42.803,0,3.468
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,0.030594,0.027120,0.250,32,0.071000,5,0.015000,0,123.907,0,1.198
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,0.084219,0.041683,0.188,32,1.402000,6,0.017000,0,45.011,0,3.298
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,0.058844,0.029953,1.781,32,0.886000,10,0.014000,0,64.421,0,2.304
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,0.015375,0.006479,0.000,32,0.064000,0,0.001000,0,246.555,0,0.602
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,0.127781,0.091701,2.094,32,1.313000,8,0.046000,1,29.666,0,5.003
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,0.040065,0.007940,1.742,31,0.516000,10,0.002000,0,94.617,1,1.520
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,0.018750,0.005151,0.938,32,0.226000,10,0.001000,0,202.175,0,0.734
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,0.407937,0.069711,5.844,32,1.413000,10,0.001000,0,9.293,0,15.972
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,0.198031,0.015162,4.438,32,1.406000,10,0.001000,0,19.142,0,7.754
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,0.151188,0.104350,1.969,32,0.923000,10,0.004000,0,25.073,0,5.920
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,0.003406,0.003066,6.656,32,0.011000,10,0.001000,0,1112.889,0,0.133
Openlink BIBM Test Driver 0.7.7,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,0.226969,0.023079,10.000,32,1.667000,10,0.003000,10,16.702,0,8.887
